0.000000e+00	1.701757e-06
2.000020e-07	1.621805e-06
4.000040e-07	1.781469e-06
6.000060e-07	1.899283e-06
8.000080e-07	1.823593e-06
1.000010e-06	1.684123e-06
1.200012e-06	1.655865e-06
1.400014e-06	1.757702e-06
1.600016e-06	1.844539e-06
1.800018e-06	1.583412e-06
2.000020e-06	1.763618e-06
2.200022e-06	1.700062e-06
2.400024e-06	1.759933e-06
2.600026e-06	1.853270e-06
2.800028e-06	1.598248e-06
3.000030e-06	1.739170e-06
3.200032e-06	1.712369e-06
3.400034e-06	1.711671e-06
3.600036e-06	1.999420e-06
3.800038e-06	1.815914e-06
4.000040e-06	1.345467e-06
4.200042e-06	1.345610e-06
4.400044e-06	1.345753e-06
4.600046e-06	1.435686e-06
4.800048e-06	1.387398e-06
5.000050e-06	1.418460e-06
5.200052e-06	1.357822e-06
5.400054e-06	1.346468e-06
5.600056e-06	1.426556e-06
5.800058e-06	1.438546e-06
6.000060e-06	1.346897e-06
6.200062e-06	1.515412e-06
6.400064e-06	1.389862e-06
6.600066e-06	1.581509e-06
6.800068e-06	1.347468e-06
7.000070e-06	1.347611e-06
7.200072e-06	1.538763e-06
7.400074e-06	1.347897e-06
7.600076e-06	1.398961e-06
7.800078e-06	1.348183e-06
8.000080e-06	1.348326e-06
8.200082e-06	1.348468e-06
8.400084e-06	1.405226e-06
8.600086e-06	1.558311e-06
8.800088e-06	1.348897e-06
9.000090e-06	1.349040e-06
9.200092e-06	1.487777e-06
9.400094e-06	1.349325e-06
9.600096e-06	1.349468e-06
9.800098e-06	1.542032e-06
1.000010e-05	1.349754e-06
1.020010e-05	1.349897e-06
1.040010e-05	1.350039e-06
1.060011e-05	1.350182e-06
1.080011e-05	1.350325e-06
1.100011e-05	1.350468e-06
1.120011e-05	1.350863e-06
1.140011e-05	1.350753e-06
1.160012e-05	1.445369e-06
1.180012e-05	1.359961e-06
1.200012e-05	1.418580e-06
1.220012e-05	1.351324e-06
1.240012e-05	1.445529e-06
1.260013e-05	1.351609e-06
1.280013e-05	1.351752e-06
1.300013e-05	1.351895e-06
1.320013e-05	1.497162e-06
1.340013e-05	1.352180e-06
1.360014e-05	1.352323e-06
1.380014e-05	1.512461e-06
1.400014e-05	1.352608e-06
1.420014e-05	1.352751e-06
1.440014e-05	1.514560e-06
1.460015e-05	1.353036e-06
1.480015e-05	1.353178e-06
1.500015e-05	1.353321e-06
1.520015e-05	1.353464e-06
1.540015e-05	1.353606e-06
1.560016e-05	1.353749e-06
1.580016e-05	1.419402e-06
1.600016e-05	1.354034e-06
1.620016e-05	1.354176e-06
1.640016e-05	1.354319e-06
1.660017e-05	1.435711e-06
1.680017e-05	1.354604e-06
1.700017e-05	1.369540e-06
1.720017e-05	1.491841e-06
1.740017e-05	1.560470e-06
1.760018e-05	1.465417e-06
1.780018e-05	1.355316e-06
1.800018e-05	1.396256e-06
1.820018e-05	1.429547e-06
1.840018e-05	1.355744e-06
1.860019e-05	1.355886e-06
1.880019e-05	1.356029e-06
1.900019e-05	1.414612e-06
1.920019e-05	1.356314e-06
1.940019e-05	1.356456e-06
1.960020e-05	1.683679e-06
1.980020e-05	1.441534e-06
2.000020e-05	1.758871e-06
2.020020e-05	1.764744e-06
2.040020e-05	1.883897e-06
2.060021e-05	1.651087e-06
2.080021e-05	1.880365e-06
2.100021e-05	1.850480e-06
2.120021e-05	1.668824e-06
2.140021e-05	1.644753e-06
2.160022e-05	1.918163e-06
2.180022e-05	1.832534e-06
2.200022e-05	1.579865e-06
2.220022e-05	1.819468e-06
2.240022e-05	1.832597e-06
2.260023e-05	1.746820e-06
2.280023e-05	1.666783e-06
2.300023e-05	1.812287e-06
2.320023e-05	1.659370e-06
2.340023e-05	1.890075e-06
2.360024e-05	1.757500e-06
2.380024e-05	1.702793e-06
2.400024e-05	1.359730e-06
2.420024e-05	1.359872e-06
2.440024e-05	1.360014e-06
2.460025e-05	1.364932e-06
2.480025e-05	1.456254e-06
2.500025e-05	1.360441e-06
2.520025e-05	1.453490e-06
2.540025e-05	1.494844e-06
2.560026e-05	1.460790e-06
2.580026e-05	1.361010e-06
2.600026e-05	1.361152e-06
2.620026e-05	1.361294e-06
2.640026e-05	1.361436e-06
2.660027e-05	1.586983e-06
2.680027e-05	1.703420e-06
2.700027e-05	1.361863e-06
2.720027e-05	1.362005e-06
2.740027e-05	1.362147e-06
2.760028e-05	1.535166e-06
2.780028e-05	1.491193e-06
2.800028e-05	1.366171e-06
2.820028e-05	1.362715e-06
2.840028e-05	1.456781e-06
2.860029e-05	1.418915e-06
2.880029e-05	1.363141e-06
2.900029e-05	1.363283e-06
2.920029e-05	1.363425e-06
2.940029e-05	1.363568e-06
2.960030e-05	1.504463e-06
2.980030e-05	1.432421e-06
3.000030e-05	1.387030e-06
3.020030e-05	1.486606e-06
3.040030e-05	1.364278e-06
3.060031e-05	1.364420e-06
3.080031e-05	1.364562e-06
3.100031e-05	1.364704e-06
3.120031e-05	1.466750e-06
3.140031e-05	1.415227e-06
3.160032e-05	1.383273e-06
3.180032e-05	1.394048e-06
3.200032e-05	1.365413e-06
3.220032e-05	1.365555e-06
3.240032e-05	1.365697e-06
3.260033e-05	1.365839e-06
3.280033e-05	1.406837e-06
3.300033e-05	1.366123e-06
3.320033e-05	1.381803e-06
3.340033e-05	1.402799e-06
3.360034e-05	1.403477e-06
3.380034e-05	1.439789e-06
3.400034e-05	1.421581e-06
3.420034e-05	1.366974e-06
3.440034e-05	1.402690e-06
3.460035e-05	1.367258e-06
3.480035e-05	1.367400e-06
3.500035e-05	1.367541e-06
3.520035e-05	1.403941e-06
3.540035e-05	1.526400e-06
3.560036e-05	1.367967e-06
3.580036e-05	1.434198e-06
3.600036e-05	1.368250e-06
3.620036e-05	1.369179e-06
3.640036e-05	1.368534e-06
3.660037e-05	1.455959e-06
3.680037e-05	1.368817e-06
3.700037e-05	1.388675e-06
3.720037e-05	1.369101e-06
3.740037e-05	1.369243e-06
3.760038e-05	1.391440e-06
3.780038e-05	1.369526e-06
3.800038e-05	1.435713e-06
3.820038e-05	1.405750e-06
3.840038e-05	1.369951e-06
3.860039e-05	1.389795e-06
3.880039e-05	1.472263e-06
3.900039e-05	1.370376e-06
3.920039e-05	1.397951e-06
3.940039e-05	1.384432e-06
3.960040e-05	1.445237e-06
3.980040e-05	1.370943e-06
4.000040e-05	1.371084e-06
4.020040e-05	1.371226e-06
4.040040e-05	1.371368e-06
4.060041e-05	1.438415e-06
4.080041e-05	1.393621e-06
4.100041e-05	1.530262e-06
4.120041e-05	1.407933e-06
4.140041e-05	1.372076e-06
4.160042e-05	1.462441e-06
4.180042e-05	1.385808e-06
4.200042e-05	1.450336e-06
4.220042e-05	1.513743e-06
4.240042e-05	1.372783e-06
4.260043e-05	1.581103e-06
4.280043e-05	1.408560e-06
4.300043e-05	1.373208e-06
4.320043e-05	1.442939e-06
4.340043e-05	1.434060e-06
4.360044e-05	1.373632e-06
4.380044e-05	1.373774e-06
4.400044e-05	1.373915e-06
4.420044e-05	1.374057e-06
4.440044e-05	1.387398e-06
4.460045e-05	1.386889e-06
4.480045e-05	1.395850e-06
4.500045e-05	1.421009e-06
4.520045e-05	1.498785e-06
4.540045e-05	1.374905e-06
4.560046e-05	1.375047e-06
4.580046e-05	1.375188e-06
4.600046e-05	1.398962e-06
4.620046e-05	1.375471e-06
4.640046e-05	1.375612e-06
4.660047e-05	1.401808e-06
4.680047e-05	1.375895e-06
4.700047e-05	1.376036e-06
4.720047e-05	1.470536e-06
4.740047e-05	1.376319e-06
4.760048e-05	1.460086e-06
4.780048e-05	1.376602e-06
4.800048e-05	1.376743e-06
4.820048e-05	1.376884e-06
4.840048e-05	1.443331e-06
4.860049e-05	1.377167e-06
4.880049e-05	1.425234e-06
4.900049e-05	1.377450e-06
4.920049e-05	1.377591e-06
4.940049e-05	1.377732e-06
4.960050e-05	1.496158e-06
4.980050e-05	1.378015e-06
5.000050e-05	1.378156e-06
5.020050e-05	1.378297e-06
5.040050e-05	1.509137e-06
5.060050e-05	1.378579e-06
5.080051e-05	1.378721e-06
5.100051e-05	1.378862e-06
5.120051e-05	1.379003e-06
5.140051e-05	1.379144e-06
5.160051e-05	1.619549e-06
5.180052e-05	1.408874e-06
5.200052e-05	1.421070e-06
