time	V(n004)
2.781522000000000e-04	3.274254e+00
2.789522000000000e-04	3.272774e+00
2.799522000000000e-04	3.270867e+00
2.809522000000001e-04	3.268895e+00
2.819522000000001e-04	3.266860e+00
2.829522000000001e-04	3.264760e+00
2.839522000000001e-04	3.262597e+00
2.849522000000002e-04	3.260371e+00
2.859522000000002e-04	3.258080e+00
2.869522000000002e-04	3.255727e+00
2.873612000000000e-04	3.254746e+00
2.874612000000000e-04	3.254504e+00
2.876612000000000e-04	3.254019e+00
2.880612000000000e-04	3.253042e+00
2.888612000000000e-04	3.251057e+00
2.898612000000000e-04	3.248519e+00
2.908612000000001e-04	3.245919e+00
2.918612000000001e-04	3.243254e+00
2.928612000000001e-04	3.240528e+00
2.938612000000001e-04	3.237738e+00
2.948612000000002e-04	3.234885e+00
2.958612000000002e-04	3.231971e+00
2.968612000000002e-04	3.228993e+00
2.972702000000000e-04	3.227757e+00
2.973702000000000e-04	3.227454e+00
2.975702000000000e-04	3.226844e+00
2.979702000000000e-04	3.225618e+00
2.987702000000000e-04	3.223136e+00
2.997702000000001e-04	3.219978e+00
3.007702000000001e-04	3.216758e+00
3.017702000000001e-04	3.213475e+00
3.027702000000001e-04	3.210131e+00
3.037702000000001e-04	3.206726e+00
3.047702000000002e-04	3.203259e+00
3.057702000000002e-04	3.199730e+00
3.067702000000002e-04	3.196141e+00
3.071793000000000e-04	3.194655e+00
3.072793000000000e-04	3.194290e+00
3.074793000000000e-04	3.193558e+00
3.078793000000000e-04	3.192088e+00
3.086793000000000e-04	3.189119e+00
3.096793000000000e-04	3.185352e+00
3.106793000000001e-04	3.181525e+00
3.116793000000001e-04	3.177637e+00
3.126793000000001e-04	3.173689e+00
3.136793000000001e-04	3.169681e+00
3.146793000000002e-04	3.165612e+00
3.156793000000002e-04	3.161484e+00
3.166793000000002e-04	3.157297e+00
3.170883000000000e-04	3.155567e+00
3.171883000000000e-04	3.155142e+00
3.173883000000000e-04	3.154292e+00
3.177883000000000e-04	3.152583e+00
3.185883000000000e-04	3.149137e+00
3.195883000000000e-04	3.144777e+00
3.205883000000001e-04	3.140357e+00
3.215883000000001e-04	3.135879e+00
3.225883000000001e-04	3.131343e+00
3.235883000000001e-04	3.126747e+00
3.245883000000002e-04	3.122094e+00
3.255883000000002e-04	3.117382e+00
3.265883000000002e-04	3.112612e+00
3.269973000000000e-04	3.110645e+00
3.270973000000000e-04	3.110162e+00
3.272973000000000e-04	3.109195e+00
3.276973000000000e-04	3.107255e+00
3.284973000000000e-04	3.103347e+00
3.294973000000000e-04	3.098409e+00
3.304973000000001e-04	3.093415e+00
3.314973000000001e-04	3.088364e+00
3.324973000000001e-04	3.083256e+00
3.334973000000001e-04	3.078091e+00
3.344973000000002e-04	3.072870e+00
3.354973000000002e-04	3.067593e+00
3.364973000000002e-04	3.062260e+00
3.369063000000000e-04	3.060062e+00
3.370063000000000e-04	3.059524e+00
3.372063000000000e-04	3.058445e+00
3.376063000000000e-04	3.056280e+00
3.384063000000000e-04	3.051924e+00
3.394063000000000e-04	3.046429e+00
3.404063000000001e-04	3.040879e+00
3.414063000000001e-04	3.035275e+00
3.424063000000001e-04	3.029615e+00
3.434063000000001e-04	3.023901e+00
3.444063000000002e-04	3.018133e+00
3.454063000000002e-04	3.012311e+00
3.464063000000002e-04	3.006435e+00
3.468153000000000e-04	3.004016e+00
3.469153000000000e-04	3.003423e+00
3.471153000000000e-04	3.002236e+00
3.475153000000000e-04	2.999856e+00
3.483153000000000e-04	2.995069e+00
3.493153000000000e-04	2.989038e+00
3.503153000000001e-04	2.982954e+00
3.513153000000001e-04	2.976817e+00
3.523153000000001e-04	2.970628e+00
3.533153000000001e-04	2.964387e+00
3.543153000000002e-04	2.958094e+00
3.553153000000002e-04	2.951750e+00
3.563153000000002e-04	2.945354e+00
3.567243000000000e-04	2.942723e+00
3.568243000000000e-04	2.942079e+00
3.570243000000000e-04	2.940788e+00
3.574243000000000e-04	2.938201e+00
3.582243000000000e-04	2.933002e+00
3.592243000000000e-04	2.926458e+00
3.602243000000001e-04	2.919863e+00
3.612243000000001e-04	2.913219e+00
3.622243000000001e-04	2.906524e+00
3.632243000000001e-04	2.899780e+00
3.642243000000002e-04	2.892987e+00
3.652243000000002e-04	2.886144e+00
3.662243000000002e-04	2.879253e+00
3.666333000000000e-04	2.876420e+00
3.667333000000000e-04	2.875727e+00
3.669333000000000e-04	2.874338e+00
3.673333000000000e-04	2.871554e+00
3.681333000000000e-04	2.865963e+00
3.691333000000001e-04	2.858931e+00
3.701333000000001e-04	2.851852e+00
3.711333000000001e-04	2.844725e+00
3.721333000000001e-04	2.837551e+00
3.731333000000001e-04	2.830330e+00
3.741333000000002e-04	2.823062e+00
3.751333000000002e-04	2.815749e+00
3.761333000000002e-04	2.808389e+00
3.765423000000000e-04	2.805365e+00
3.766423000000000e-04	2.804625e+00
3.768423000000000e-04	2.803143e+00
3.772423000000000e-04	2.800173e+00
3.780423000000000e-04	2.794212e+00
3.790423000000001e-04	2.786720e+00
3.800423000000001e-04	2.779183e+00
3.810423000000001e-04	2.771601e+00
3.820423000000001e-04	2.763976e+00
3.830423000000002e-04	2.756306e+00
3.840423000000002e-04	2.748592e+00
3.850423000000002e-04	2.740836e+00
3.860423000000002e-04	2.733036e+00
3.864513000000000e-04	2.729833e+00
3.865513000000000e-04	2.729049e+00
3.867513000000000e-04	2.727480e+00
3.871513000000000e-04	2.724336e+00
3.879513000000000e-04	2.718027e+00
3.889513000000001e-04	2.710104e+00
3.899513000000001e-04	2.702139e+00
3.909513000000001e-04	2.694132e+00
3.919513000000001e-04	2.686084e+00
3.929513000000002e-04	2.677995e+00
3.939513000000002e-04	2.669865e+00
3.949513000000002e-04	2.661695e+00
3.959513000000002e-04	2.653486e+00
3.963603000000000e-04	2.650117e+00
3.964603000000000e-04	2.649292e+00
3.966603000000000e-04	2.647641e+00
3.970603000000000e-04	2.644335e+00
3.978603000000000e-04	2.637704e+00
3.988603000000001e-04	2.629380e+00
3.998603000000001e-04	2.621017e+00
4.008603000000001e-04	2.612616e+00
4.018603000000001e-04	2.604177e+00
4.028603000000002e-04	2.595700e+00
4.038603000000002e-04	2.587186e+00
4.048603000000002e-04	2.578635e+00
4.058603000000002e-04	2.570047e+00
4.062693000000000e-04	2.566525e+00
4.063693000000000e-04	2.565662e+00
4.065693000000000e-04	2.563937e+00
4.069693000000000e-04	2.560481e+00
4.077693000000000e-04	2.553553e+00
4.087693000000001e-04	2.544860e+00
4.097693000000001e-04	2.536133e+00
4.107693000000001e-04	2.527370e+00
4.117693000000001e-04	2.518573e+00
4.127693000000002e-04	2.509741e+00
4.137693000000002e-04	2.500875e+00
4.147693000000002e-04	2.491976e+00
4.157693000000002e-04	2.483044e+00
4.161783000000000e-04	2.479381e+00
4.162783000000000e-04	2.478484e+00
4.164783000000000e-04	2.476691e+00
4.168783000000000e-04	2.473099e+00
4.176783000000000e-04	2.465901e+00
4.186783000000001e-04	2.456873e+00
4.196783000000001e-04	2.447814e+00
4.206783000000001e-04	2.438724e+00
4.216783000000001e-04	2.429602e+00
4.226783000000002e-04	2.420450e+00
4.236783000000002e-04	2.411267e+00
4.246783000000002e-04	2.402055e+00
4.256783000000002e-04	2.392812e+00
4.260874000000000e-04	2.389022e+00
4.261874000000000e-04	2.388095e+00
4.263874000000000e-04	2.386240e+00
4.267874000000000e-04	2.382527e+00
4.275874000000000e-04	2.375086e+00
4.285874000000000e-04	2.365759e+00
4.295874000000001e-04	2.356404e+00
4.305874000000001e-04	2.347021e+00
4.315874000000001e-04	2.337610e+00
4.325874000000001e-04	2.328173e+00
4.335874000000002e-04	2.318708e+00
4.345874000000002e-04	2.309217e+00
4.355874000000002e-04	2.299701e+00
4.359964000000000e-04	2.295801e+00
4.360964000000000e-04	2.294847e+00
4.362964000000000e-04	2.292938e+00
4.366964000000000e-04	2.289117e+00
4.374964000000000e-04	2.281462e+00
4.384964000000001e-04	2.271872e+00
4.394964000000001e-04	2.262257e+00
4.404964000000001e-04	2.252618e+00
4.414964000000001e-04	2.242955e+00
4.424964000000001e-04	2.233268e+00
4.434964000000002e-04	2.223559e+00
4.444964000000002e-04	2.213827e+00
4.454964000000002e-04	2.204073e+00
4.459054000000000e-04	2.200077e+00
4.460054000000000e-04	2.199100e+00
4.462054000000000e-04	2.197144e+00
4.466054000000000e-04	2.193230e+00
4.474054000000000e-04	2.185391e+00
4.484054000000001e-04	2.175575e+00
4.494054000000001e-04	2.165737e+00
4.504054000000001e-04	2.155879e+00
4.514054000000001e-04	2.146001e+00
4.524054000000002e-04	2.136104e+00
4.534054000000002e-04	2.126187e+00
4.544054000000002e-04	2.116252e+00
4.554054000000002e-04	2.106298e+00
4.558144000000000e-04	2.102221e+00
4.559144000000000e-04	2.101224e+00
4.561144000000000e-04	2.099230e+00
4.565144000000000e-04	2.095238e+00
4.573144000000000e-04	2.087246e+00
4.583144000000001e-04	2.077241e+00
4.593144000000001e-04	2.067219e+00
4.603144000000001e-04	2.057180e+00
4.613144000000001e-04	2.047126e+00
4.623144000000002e-04	2.037055e+00
4.633144000000002e-04	2.026970e+00
4.643144000000002e-04	2.016870e+00
4.653144000000002e-04	2.006755e+00
4.657234000000000e-04	2.002614e+00
4.658234000000000e-04	2.001601e+00
4.660234000000000e-04	1.999575e+00
4.664234000000000e-04	1.995521e+00
4.672234000000000e-04	1.987406e+00
4.682234000000001e-04	1.977252e+00
4.692234000000001e-04	1.967084e+00
4.702234000000001e-04	1.956904e+00
4.712234000000001e-04	1.946712e+00
4.722234000000002e-04	1.936507e+00
4.732234000000002e-04	1.926292e+00
4.742234000000002e-04	1.916066e+00
4.752234000000002e-04	1.905829e+00
4.756324000000000e-04	1.901639e+00
4.757324000000000e-04	1.900615e+00
4.759324000000000e-04	1.898565e+00
4.763324000000000e-04	1.894465e+00
4.771324000000000e-04	1.886259e+00
4.781324000000001e-04	1.875994e+00
4.791324000000001e-04	1.865720e+00
4.801324000000001e-04	1.855438e+00
4.811324000000001e-04	1.845147e+00
4.821324000000002e-04	1.834849e+00
4.831324000000002e-04	1.824544e+00
4.841324000000002e-04	1.814231e+00
4.851324000000002e-04	1.803912e+00
4.855414000000000e-04	1.799690e+00
4.855501116661287e-04	1.799600e+00
4.855675349983861e-04	1.799420e+00
4.856023816629011e-04	1.799060e+00
4.856720749919309e-04	1.798341e+00
4.858114616499905e-04	1.796901e+00
4.860560616807109e-04	1.794376e+00
4.862842190419490e-04	1.792019e+00
4.866442941383789e-04	1.788300e+00
4.870693256514367e-04	1.783908e+00
4.876995742087053e-04	1.777395e+00
4.884703539275631e-04	1.769426e+00
4.894703539275631e-04	1.759084e+00
4.904703539275632e-04	1.748737e+00
4.914703539275632e-04	1.738387e+00
4.924703539275632e-04	1.728033e+00
4.934703539275632e-04	1.717676e+00
4.944703539275633e-04	1.707316e+00
4.954504000000000e-04	1.697160e+00
4.955503999999999e-04	1.696124e+00
4.957503999999999e-04	1.694052e+00
4.961503999999999e-04	1.689906e+00
4.969503999999999e-04	1.681614e+00
4.979504000000000e-04	1.671248e+00
4.989504000000000e-04	1.660881e+00
4.999504000000000e-04	1.650514e+00
5.009504000000000e-04	1.640147e+00
5.019504000000001e-04	1.629780e+00
5.029504000000001e-04	1.619414e+00
5.039504000000001e-04	1.609049e+00
5.049504000000001e-04	1.598686e+00
5.053594000000000e-04	1.594448e+00
5.054593999999999e-04	1.593412e+00
5.056593999999999e-04	1.591340e+00
5.060593999999999e-04	1.587196e+00
5.068593999999999e-04	1.578909e+00
5.078594000000000e-04	1.568553e+00
5.088594000000000e-04	1.558200e+00
5.098594000000000e-04	1.547850e+00
5.108594000000000e-04	1.537505e+00
5.118594000000001e-04	1.527164e+00
5.128594000000001e-04	1.516828e+00
5.138594000000001e-04	1.506498e+00
5.148594000000001e-04	1.496173e+00
5.152684000000000e-04	1.491951e+00
5.153683999999999e-04	1.490919e+00
5.155683999999999e-04	1.488856e+00
5.159683999999999e-04	1.484729e+00
5.167683999999999e-04	1.476479e+00
5.177684000000000e-04	1.466173e+00
5.187684000000000e-04	1.455874e+00
5.197684000000000e-04	1.445583e+00
5.207684000000000e-04	1.435299e+00
5.217684000000001e-04	1.425024e+00
5.227684000000001e-04	1.414758e+00
5.237684000000001e-04	1.404502e+00
5.247684000000001e-04	1.394255e+00
5.251774000000000e-04	1.390067e+00
5.252773999999999e-04	1.389043e+00
5.254773999999999e-04	1.386996e+00
5.258773999999999e-04	1.382903e+00
5.266773999999999e-04	1.374722e+00
5.276774000000000e-04	1.364505e+00
5.286774000000000e-04	1.354300e+00
5.296774000000000e-04	1.344107e+00
5.306774000000000e-04	1.333925e+00
5.316774000000001e-04	1.323756e+00
5.326774000000001e-04	1.313600e+00
5.336774000000001e-04	1.303457e+00
5.346774000000001e-04	1.293328e+00
5.350864000000000e-04	1.289190e+00
5.351863999999999e-04	1.288178e+00
5.353863999999999e-04	1.286155e+00
5.357863999999999e-04	1.282112e+00
5.365863999999999e-04	1.274031e+00
5.375864000000000e-04	1.263944e+00
5.385864000000000e-04	1.253872e+00
5.395864000000000e-04	1.243816e+00
5.405864000000000e-04	1.233776e+00
5.415864000000001e-04	1.223752e+00
5.425864000000001e-04	1.213746e+00
5.435864000000001e-04	1.203756e+00
5.445864000000001e-04	1.193784e+00
5.449955000000000e-04	1.189709e+00
