time	V(n004)
7.632436000000000e-03	4.300554e-01
7.633436000000000e-03	4.230991e-01
7.634436000000001e-03	4.161913e-01
7.635436000000001e-03	4.093322e-01
7.636436000000001e-03	4.025221e-01
7.637436000000001e-03	3.957612e-01
7.638436000000001e-03	3.890498e-01
7.639436000000001e-03	3.823882e-01
7.639845000000000e-03	3.796780e-01
7.639945000000000e-03	3.790167e-01
7.640145000000000e-03	3.776955e-01
7.640545000000000e-03	3.750591e-01
7.641345000000000e-03	3.698104e-01
7.642345000000000e-03	3.632952e-01
7.643345000000000e-03	3.568307e-01
7.644345000000000e-03	3.504172e-01
7.645345000000000e-03	3.440551e-01
7.646345000000001e-03	3.377445e-01
7.647345000000001e-03	3.314858e-01
7.648345000000001e-03	3.252791e-01
7.649345000000001e-03	3.191246e-01
7.649754000000000e-03	3.166226e-01
7.649854000000000e-03	3.160122e-01
7.650054000000000e-03	3.147930e-01
7.650454000000000e-03	3.123609e-01
7.651254000000000e-03	3.075219e-01
7.652254000000000e-03	3.015210e-01
7.653254000000000e-03	2.955734e-01
7.654254000000000e-03	2.896792e-01
7.655254000000000e-03	2.838387e-01
7.656254000000000e-03	2.780521e-01
7.657254000000000e-03	2.723197e-01
7.658254000000001e-03	2.666417e-01
7.659254000000001e-03	2.610183e-01
7.659663000000000e-03	2.587341e-01
7.659763000000000e-03	2.581770e-01
7.659963000000000e-03	2.570645e-01
7.660363000000000e-03	2.548461e-01
7.661162999999999e-03	2.504357e-01
7.662163000000000e-03	2.449724e-01
7.663163000000000e-03	2.395646e-01
7.664163000000000e-03	2.342124e-01
7.665163000000000e-03	2.289162e-01
7.666163000000000e-03	2.236761e-01
7.667163000000000e-03	2.184922e-01
7.668163000000000e-03	2.133649e-01
7.669163000000001e-03	2.082943e-01
7.669572000000000e-03	2.062368e-01
7.669672000000001e-03	2.057352e-01
7.669872000000000e-03	2.047337e-01
7.670272000000001e-03	2.027376e-01
7.671072000000000e-03	1.987728e-01
7.672072000000000e-03	1.938683e-01
7.673072000000000e-03	1.890213e-01
7.674072000000001e-03	1.842320e-01
7.675072000000001e-03	1.795005e-01
7.676072000000001e-03	1.748271e-01
7.677072000000001e-03	1.702119e-01
7.678072000000001e-03	1.656552e-01
7.679072000000001e-03	1.611571e-01
7.679481000000000e-03	1.593342e-01
7.679581000000000e-03	1.588901e-01
7.679781000000000e-03	1.580035e-01
7.680181000000000e-03	1.562374e-01
7.680981000000000e-03	1.527335e-01
7.681981000000000e-03	1.484068e-01
7.682981000000000e-03	1.441394e-01
7.683981000000000e-03	1.399314e-01
7.684981000000000e-03	1.357831e-01
7.685981000000001e-03	1.316946e-01
7.686981000000001e-03	1.276659e-01
7.687981000000001e-03	1.236974e-01
7.688981000000001e-03	1.197892e-01
7.689390000000000e-03	1.182081e-01
7.689490000000000e-03	1.178231e-01
7.689690000000000e-03	1.170548e-01
7.690090000000000e-03	1.155256e-01
7.690890000000000e-03	1.124962e-01
7.691890000000000e-03	1.087641e-01
7.692890000000000e-03	1.050928e-01
7.693890000000000e-03	1.014825e-01
7.694890000000000e-03	9.793340e-02
7.695890000000000e-03	9.444553e-02
7.696890000000001e-03	9.101908e-02
7.697890000000001e-03	8.765417e-02
7.698890000000001e-03	8.435094e-02
7.699299000000000e-03	8.301773e-02
7.699399000000000e-03	8.269333e-02
7.699599000000000e-03	8.204640e-02
7.699999000000000e-03	8.075995e-02
7.700798999999999e-03	7.821681e-02
7.701799000000000e-03	7.509374e-02
7.702799000000000e-03	7.203284e-02
7.703799000000000e-03	6.903424e-02
7.704799000000000e-03	6.609805e-02
7.705799000000000e-03	6.322439e-02
7.706799000000000e-03	6.041338e-02
7.707799000000000e-03	5.766511e-02
7.708799000000001e-03	5.497971e-02
7.709208000000000e-03	5.389952e-02
7.709308000000001e-03	5.363702e-02
7.709508000000000e-03	5.311391e-02
7.709908000000001e-03	5.207525e-02
7.710708000000000e-03	5.002822e-02
7.711708000000000e-03	4.752628e-02
7.712708000000000e-03	4.508760e-02
7.713708000000001e-03	4.271229e-02
7.714708000000001e-03	4.040042e-02
7.715708000000001e-03	3.815211e-02
7.716708000000001e-03	3.596742e-02
7.717708000000001e-03	3.384645e-02
7.718708000000001e-03	3.178929e-02
7.719117000000000e-03	3.096631e-02
7.719217000000000e-03	3.076672e-02
7.719417000000000e-03	3.036946e-02
7.719817000000000e-03	2.958261e-02
7.720617000000000e-03	2.803962e-02
7.721617000000000e-03	2.616851e-02
7.722617000000000e-03	2.436151e-02
7.723617000000000e-03	2.261868e-02
7.724617000000000e-03	2.094010e-02
7.725617000000001e-03	1.932584e-02
7.726617000000001e-03	1.777595e-02
7.727617000000001e-03	1.629050e-02
7.728617000000001e-03	1.486954e-02
7.729026000000000e-03	1.430697e-02
7.729126000000000e-03	1.417106e-02
7.729326000000000e-03	1.390119e-02
7.729726000000000e-03	1.336919e-02
7.730526000000000e-03	1.233622e-02
7.731526000000000e-03	1.110319e-02
7.732526000000000e-03	9.934867e-03
7.733526000000000e-03	8.831288e-03
7.734526000000000e-03	7.792498e-03
7.735526000000000e-03	6.818541e-03
7.736526000000001e-03	5.909454e-03
7.737526000000001e-03	5.065273e-03
7.738526000000001e-03	4.286031e-03
7.738935000000000e-03	3.986039e-03
7.739035000000000e-03	3.914346e-03
7.739235000000000e-03	3.772908e-03
7.739635000000000e-03	3.497831e-03
7.740435000000000e-03	2.978879e-03
7.741435000000000e-03	2.388711e-03
7.742435000000000e-03	1.863587e-03
7.743435000000000e-03	1.403530e-03
7.744435000000000e-03	1.008555e-03
7.745435000000000e-03	6.786807e-04
7.746435000000000e-03	4.139183e-04
7.747435000000000e-03	2.142787e-04
7.748435000000001e-03	7.976987e-05
7.748844000000000e-03	4.352387e-05
7.748944000000001e-03	3.631951e-05
7.749144000000000e-03	2.386493e-05
7.749544000000001e-03	6.772407e-06
7.750344000000000e-03	3.854166e-06
7.751344000000000e-03	5.883146e-05
7.752344000000000e-03	1.789456e-04
7.753344000000001e-03	3.641919e-04
7.754344000000001e-03	6.145629e-04
7.755344000000001e-03	9.300489e-04
7.756344000000001e-03	1.310637e-03
7.757344000000001e-03	1.756313e-03
7.758344000000001e-03	2.267059e-03
7.758753000000000e-03	2.494699e-03
7.758853000000000e-03	2.552012e-03
7.759053000000000e-03	2.668589e-03
7.759453000000000e-03	2.909547e-03
7.760253000000000e-03	3.422673e-03
7.761253000000000e-03	4.122583e-03
7.762253000000000e-03	4.887469e-03
7.763253000000000e-03	5.717302e-03
7.764253000000000e-03	6.612048e-03
7.765253000000001e-03	7.571672e-03
7.766253000000001e-03	8.596136e-03
7.767253000000001e-03	9.685401e-03
7.768253000000001e-03	1.083942e-02
7.768662000000000e-03	1.133007e-02
7.768762000000000e-03	1.145167e-02
7.768962000000000e-03	1.169683e-02
7.769362000000000e-03	1.219491e-02
7.770162000000000e-03	1.322209e-02
7.771162000000000e-03	1.456422e-02
7.772162000000000e-03	1.597091e-02
7.773162000000000e-03	1.744211e-02
7.774162000000000e-03	1.897777e-02
7.775162000000000e-03	2.057781e-02
7.776162000000001e-03	2.224218e-02
7.777162000000001e-03	2.397082e-02
7.778162000000001e-03	2.576364e-02
7.778571000000000e-03	2.651539e-02
7.778671000000000e-03	2.670082e-02
7.778871000000000e-03	2.707360e-02
7.779271000000000e-03	2.782687e-02
7.780071000000000e-03	2.936412e-02
7.781071000000000e-03	3.134327e-02
7.782071000000000e-03	3.338633e-02
7.783071000000000e-03	3.549320e-02
7.784071000000000e-03	3.766381e-02
7.785071000000000e-03	3.989807e-02
7.786071000000000e-03	4.219590e-02
7.787071000000000e-03	4.455720e-02
7.788071000000001e-03	4.698188e-02
7.788480000000000e-03	4.799182e-02
7.788580000000001e-03	4.824035e-02
7.788780000000000e-03	4.873933e-02
7.789180000000001e-03	4.974486e-02
7.789980000000000e-03	5.178623e-02
7.790980000000000e-03	5.439473e-02
7.791980000000000e-03	5.706622e-02
7.792980000000001e-03	5.980060e-02
7.793980000000001e-03	6.259776e-02
7.794980000000001e-03	6.545758e-02
7.795980000000001e-03	6.837996e-02
7.796980000000001e-03	7.136478e-02
7.797980000000001e-03	7.441192e-02
7.798389000000000e-03	7.567614e-02
7.798489000000000e-03	7.598682e-02
7.798689000000000e-03	7.661004e-02
7.799089000000000e-03	7.786394e-02
7.799889000000000e-03	8.040152e-02
7.800889000000000e-03	8.362927e-02
7.801889000000000e-03	8.691885e-02
7.802889000000000e-03	9.027013e-02
7.803889000000000e-03	9.368300e-02
7.804889000000001e-03	9.715730e-02
7.805889000000001e-03	1.006929e-01
7.806889000000001e-03	1.042897e-01
7.807889000000001e-03	1.079475e-01
7.808298000000000e-03	1.094611e-01
7.808398000000000e-03	1.098327e-01
7.808598000000000e-03	1.105777e-01
7.808998000000000e-03	1.120752e-01
7.809798000000000e-03	1.150991e-01
7.810798000000000e-03	1.189336e-01
7.811798000000000e-03	1.228285e-01
7.812797999999999e-03	1.267837e-01
7.813797999999999e-03	1.307991e-01
7.814797999999998e-03	1.348744e-01
7.815797999999997e-03	1.390095e-01
7.816797999999996e-03	1.432043e-01
7.817797999999996e-03	1.474586e-01
7.818207000000001e-03	1.492157e-01
7.818307000000000e-03	1.496468e-01
7.818507000000001e-03	1.505108e-01
7.818907000000000e-03	1.522459e-01
7.819707000000000e-03	1.557445e-01
7.820707000000000e-03	1.601709e-01
7.821706999999999e-03	1.646561e-01
7.822706999999998e-03	1.691999e-01
7.823706999999997e-03	1.738021e-01
7.824706999999997e-03	1.784627e-01
7.825706999999996e-03	1.831813e-01
7.826706999999995e-03	1.879579e-01
7.827706999999995e-03	1.927921e-01
7.828116000000000e-03	1.947859e-01
7.828215999999999e-03	1.952749e-01
7.828415999999999e-03	1.962545e-01
7.828815999999999e-03	1.982206e-01
7.829615999999999e-03	2.021803e-01
7.830615999999999e-03	2.071814e-01
7.831615999999998e-03	2.122394e-01
7.832615999999997e-03	2.173542e-01
7.833615999999996e-03	2.225256e-01
7.834615999999996e-03	2.277533e-01
7.835615999999995e-03	2.330371e-01
7.836615999999994e-03	2.383769e-01
7.837615999999993e-03	2.437725e-01
7.838025000000000e-03	2.459952e-01
7.838125000000000e-03	2.465401e-01
7.838325000000000e-03	2.476315e-01
7.838725000000000e-03	2.498210e-01
7.839525000000000e-03	2.542265e-01
7.840524999999999e-03	2.597829e-01
7.841524999999998e-03	2.653942e-01
7.842524999999998e-03	2.710602e-01
7.843524999999997e-03	2.767806e-01
7.844524999999996e-03	2.825552e-01
7.845524999999996e-03	2.883838e-01
7.846524999999995e-03	2.942661e-01
7.847524999999994e-03	3.002020e-01
7.847934000000001e-03	3.026451e-01
7.848034000000000e-03	3.032438e-01
7.848234000000001e-03	3.044429e-01
7.848634000000000e-03	3.068472e-01
7.849434000000001e-03	3.116814e-01
7.850434000000000e-03	3.177716e-01
7.851433999999999e-03	3.239144e-01
7.852433999999998e-03	3.301096e-01
7.853433999999998e-03	3.363569e-01
7.854433999999997e-03	3.426560e-01
7.855433999999996e-03	3.490068e-01
7.856433999999995e-03	3.554089e-01
7.857433999999995e-03	3.618621e-01
7.857843000000000e-03	3.645162e-01
7.857942999999999e-03	3.651664e-01
7.858143000000000e-03	3.664683e-01
7.858542999999999e-03	3.690782e-01
7.859343000000000e-03	3.743223e-01
7.860342999999999e-03	3.809228e-01
7.861342999999998e-03	3.875733e-01
7.862342999999997e-03	3.942737e-01
7.863342999999997e-03	4.010237e-01
7.864342999999996e-03	4.078229e-01
7.865342999999995e-03	4.146712e-01
7.866342999999994e-03	4.215683e-01
7.867342999999994e-03	4.285139e-01
7.867753000000000e-03	4.313755e-01
7.867852999999999e-03	4.320747e-01
7.868053000000000e-03	4.334745e-01
7.868452999999999e-03	4.362799e-01
7.869253000000000e-03	4.419137e-01
7.870252999999999e-03	4.489988e-01
7.871252999999998e-03	4.561313e-01
7.872252999999997e-03	4.633110e-01
7.873252999999997e-03	4.705375e-01
7.874252999999996e-03	4.778106e-01
7.875252999999995e-03	4.851300e-01
7.876252999999995e-03	4.924953e-01
7.877252999999994e-03	4.999064e-01
7.877662000000001e-03	5.029505e-01
7.877762000000000e-03	5.036960e-01
7.877962000000001e-03	5.051883e-01
7.878362000000000e-03	5.081783e-01
7.879162000000000e-03	5.141799e-01
7.880162000000000e-03	5.217221e-01
7.881161999999999e-03	5.293090e-01
7.882161999999998e-03	5.369401e-01
7.883161999999997e-03	5.446151e-01
7.884161999999997e-03	5.523338e-01
7.885161999999996e-03	5.600958e-01
7.886161999999995e-03	5.679008e-01
7.887161999999994e-03	5.757486e-01
7.887570999999999e-03	5.789706e-01
7.887670999999999e-03	5.797594e-01
7.887870999999999e-03	5.813383e-01
7.888270999999999e-03	5.845013e-01
7.889070999999999e-03	5.908474e-01
7.890070999999999e-03	5.988177e-01
7.891070999999998e-03	6.068294e-01
7.892070999999997e-03	6.148823e-01
7.893070999999996e-03	6.229762e-01
7.894070999999996e-03	6.311105e-01
7.895070999999995e-03	6.392851e-01
7.896070999999994e-03	6.474996e-01
7.897070999999993e-03	6.557536e-01
7.897480000000000e-03	6.591408e-01
7.897580000000000e-03	6.599700e-01
7.897780000000000e-03	6.616295e-01
7.898179999999999e-03	6.649532e-01
7.898980000000000e-03	6.716193e-01
7.899979999999999e-03	6.799866e-01
7.900979999999998e-03	6.883922e-01
7.901979999999998e-03	6.968358e-01
7.902979999999997e-03	7.053170e-01
7.903979999999996e-03	7.138355e-01
7.904979999999995e-03	7.223909e-01
7.905979999999995e-03	7.309830e-01
7.906979999999994e-03	7.396114e-01
7.907389000000001e-03	7.431508e-01
7.907489000000000e-03	7.440171e-01
7.907689000000001e-03	7.457507e-01
7.908089000000000e-03	7.492222e-01
7.908889000000001e-03	7.561824e-01
7.909889000000000e-03	7.649144e-01
7.910888999999999e-03	7.736813e-01
7.911888999999998e-03	7.824828e-01
7.912888999999998e-03	7.913185e-01
7.913888999999997e-03	8.001882e-01
7.914888999999996e-03	8.090913e-01
7.915888999999995e-03	8.180277e-01
7.916888999999995e-03	8.269970e-01
7.917298000000000e-03	8.306748e-01
7.917397999999999e-03	8.315748e-01
7.917598000000000e-03	8.333759e-01
7.917997999999999e-03	8.369818e-01
7.918797999999999e-03	8.442092e-01
7.919797999999999e-03	8.532719e-01
7.920797999999998e-03	8.623661e-01
7.921797999999997e-03	8.714914e-01
7.922797999999997e-03	8.806475e-01
7.923797999999996e-03	8.898339e-01
7.924797999999995e-03	8.990504e-01
7.925797999999994e-03	9.082964e-01
7.926797999999994e-03	9.175718e-01
7.927207000000000e-03	9.213737e-01
7.927307000000000e-03	9.223040e-01
7.927507000000000e-03	9.241655e-01
7.927907000000000e-03	9.278920e-01
7.928707000000000e-03	9.353584e-01
7.929706999999999e-03	9.447169e-01
7.930706999999999e-03	9.541032e-01
7.931706999999998e-03	9.635169e-01
7.932706999999997e-03	9.729578e-01
7.933706999999996e-03	9.824254e-01
7.934706999999996e-03	9.919193e-01
7.935706999999995e-03	1.001439e+00
7.936706999999994e-03	1.010985e+00
7.937115999999999e-03	1.014896e+00
7.937215999999999e-03	1.015853e+00
7.937415999999999e-03	1.017768e+00
7.937815999999999e-03	1.021600e+00
7.938615999999999e-03	1.029277e+00
7.939615999999998e-03	1.038895e+00
7.940615999999998e-03	1.048537e+00
7.941615999999997e-03	1.058203e+00
7.942615999999996e-03	1.067892e+00
7.943615999999995e-03	1.077604e+00
7.944615999999995e-03	1.087338e+00
7.945615999999994e-03	1.097095e+00
7.946615999999993e-03	1.106874e+00
7.947025000000000e-03	1.110880e+00
7.947124999999999e-03	1.111860e+00
7.947325000000000e-03	1.113820e+00
7.947724999999999e-03	1.117744e+00
7.948525000000000e-03	1.125601e+00
7.949524999999999e-03	1.135441e+00
7.950524999999998e-03	1.145301e+00
7.951524999999997e-03	1.155181e+00
7.952524999999997e-03	1.165081e+00
7.953524999999996e-03	1.175000e+00
7.954524999999995e-03	1.184938e+00
7.955524999999995e-03	1.194894e+00
7.956524999999994e-03	1.204868e+00
7.956934000000001e-03	1.208952e+00
7.957034000000000e-03	1.209951e+00
7.957234000000001e-03	1.211950e+00
7.957634000000000e-03	1.215950e+00
7.958434000000000e-03	1.223957e+00
7.959434000000000e-03	1.233981e+00
7.960433999999999e-03	1.244021e+00
7.961433999999998e-03	1.254078e+00
7.962433999999997e-03	1.264150e+00
7.963433999999997e-03	1.274237e+00
7.964433999999996e-03	1.284339e+00
7.965433999999995e-03	1.294456e+00
7.966433999999994e-03	1.304587e+00
7.966842999999999e-03	1.308734e+00
7.966942999999999e-03	1.309748e+00
7.967142999999999e-03	1.311778e+00
7.967542999999999e-03	1.315838e+00
7.968342999999999e-03	1.323964e+00
7.969342999999999e-03	1.334133e+00
7.970342999999998e-03	1.344315e+00
7.971342999999997e-03	1.354508e+00
7.972342999999996e-03	1.364714e+00
7.973342999999996e-03	1.374930e+00
7.974342999999995e-03	1.385158e+00
7.975342999999994e-03	1.395396e+00
7.976342999999993e-03	1.405644e+00
7.976752000000000e-03	1.409838e+00
7.976852000000000e-03	1.410864e+00
7.977052000000000e-03	1.412916e+00
7.977451999999999e-03	1.417020e+00
7.978252000000000e-03	1.425234e+00
7.979251999999999e-03	1.435509e+00
7.980251999999998e-03	1.445792e+00
7.981251999999998e-03	1.456084e+00
7.982251999999997e-03	1.466383e+00
7.983251999999996e-03	1.476689e+00
7.984251999999996e-03	1.487003e+00
7.985251999999995e-03	1.497322e+00
7.986251999999994e-03	1.507648e+00
7.986661000000001e-03	1.511873e+00
7.986761000000000e-03	1.512906e+00
7.986961000000001e-03	1.514973e+00
7.987361000000000e-03	1.519106e+00
7.988161000000001e-03	1.527375e+00
7.989161000000000e-03	1.537716e+00
7.990160999999999e-03	1.548061e+00
7.991160999999998e-03	1.558411e+00
7.992160999999998e-03	1.568764e+00
7.993160999999997e-03	1.579120e+00
7.994160999999996e-03	1.589479e+00
7.995160999999995e-03	1.599841e+00
7.996160999999995e-03	1.610204e+00
7.996570000000000e-03	1.614443e+00
7.996669999999999e-03	1.615480e+00
7.996870000000000e-03	1.617553e+00
7.997269999999999e-03	1.621699e+00
7.998069999999999e-03	1.629992e+00
7.999069999999999e-03	1.640358e+00
8.000069999999998e-03	1.650726e+00
8.001069999999997e-03	1.661093e+00
8.002069999999997e-03	1.671460e+00
8.003069999999996e-03	1.681826e+00
8.004069999999995e-03	1.692190e+00
8.005069999999994e-03	1.702553e+00
8.006069999999994e-03	1.712914e+00
8.006479000000000e-03	1.717151e+00
8.006579000000000e-03	1.718187e+00
8.006779000000000e-03	1.720258e+00
8.007179000000000e-03	1.724401e+00
8.007979000000000e-03	1.732686e+00
8.008978999999999e-03	1.743038e+00
8.009978999999999e-03	1.753387e+00
8.010978999999998e-03	1.763732e+00
8.011978999999997e-03	1.774072e+00
8.012978999999996e-03	1.784407e+00
8.013978999999996e-03	1.794738e+00
8.014978999999995e-03	1.805062e+00
8.015978999999994e-03	1.815380e+00
8.016387999999999e-03	1.819599e+00
8.016487999999999e-03	1.820630e+00
8.016687999999999e-03	1.822692e+00
8.017087999999999e-03	1.826815e+00
8.017887999999999e-03	1.835059e+00
8.018887999999998e-03	1.845357e+00
8.019887999999998e-03	1.855648e+00
8.020887999999997e-03	1.865930e+00
8.021887999999996e-03	1.876204e+00
8.022887999999995e-03	1.886469e+00
8.023887999999995e-03	1.896724e+00
8.024887999999994e-03	1.906970e+00
8.025887999999993e-03	1.917206e+00
8.026297000000000e-03	1.921389e+00
8.026396999999999e-03	1.922411e+00
8.026597000000000e-03	1.924456e+00
8.026996999999999e-03	1.928545e+00
8.027797000000000e-03	1.936716e+00
8.028796999999999e-03	1.946920e+00
8.029796999999998e-03	1.957112e+00
8.030796999999998e-03	1.967292e+00
8.031796999999997e-03	1.977459e+00
8.032796999999996e-03	1.987614e+00
8.033796999999995e-03	1.997755e+00
8.034796999999995e-03	2.007882e+00
8.035796999999994e-03	2.017996e+00
8.036206000000001e-03	2.022128e+00
8.036306000000000e-03	2.023138e+00
8.036506000000001e-03	2.025157e+00
8.036906000000000e-03	2.029194e+00
8.037706000000000e-03	2.037261e+00
8.038706000000000e-03	2.047331e+00
8.039705999999999e-03	2.057385e+00
8.040705999999998e-03	2.067424e+00
8.041705999999997e-03	2.077445e+00
8.042705999999997e-03	2.087450e+00
8.043705999999996e-03	2.097438e+00
8.044705999999995e-03	2.107408e+00
8.045705999999994e-03	2.117359e+00
8.046115000000000e-03	2.121424e+00
8.046214999999999e-03	2.122418e+00
8.046414999999999e-03	2.124404e+00
8.046814999999999e-03	2.128374e+00
8.047614999999999e-03	2.136306e+00
8.048614999999999e-03	2.146203e+00
8.049614999999998e-03	2.156080e+00
8.050614999999997e-03	2.165938e+00
8.051614999999996e-03	2.175775e+00
8.052614999999996e-03	2.185591e+00
8.053614999999995e-03	2.195387e+00
8.054614999999994e-03	2.205161e+00
8.055614999999993e-03	2.214912e+00
8.056024000000000e-03	2.218894e+00
8.056124000000000e-03	2.219867e+00
8.056324000000000e-03	2.221813e+00
8.056723999999999e-03	2.225701e+00
8.057524000000000e-03	2.233466e+00
8.058523999999999e-03	2.243152e+00
8.059523999999998e-03	2.252815e+00
8.060523999999998e-03	2.262453e+00
8.061523999999997e-03	2.272068e+00
8.062523999999996e-03	2.281657e+00
8.063523999999996e-03	2.291223e+00
8.064523999999995e-03	2.300762e+00
8.065523999999994e-03	2.310276e+00
8.065933000000001e-03	2.314160e+00
8.066033000000000e-03	2.315109e+00
8.066233000000001e-03	2.317006e+00
8.066633000000000e-03	2.320796e+00
8.067433000000001e-03	2.328366e+00
8.068433000000000e-03	2.337803e+00
8.069432999999999e-03	2.347213e+00
8.070432999999998e-03	2.356595e+00
8.071432999999998e-03	2.365950e+00
8.072432999999997e-03	2.375276e+00
8.073432999999996e-03	2.384573e+00
8.074432999999995e-03	2.393842e+00
8.075432999999995e-03	2.403081e+00
8.075842000000000e-03	2.406852e+00
8.075941999999999e-03	2.407773e+00
8.076142000000000e-03	2.409614e+00
8.076541999999999e-03	2.413293e+00
8.077342000000000e-03	2.420636e+00
8.078341999999999e-03	2.429788e+00
8.079341999999998e-03	2.438909e+00
8.080341999999997e-03	2.447999e+00
8.081341999999997e-03	2.457057e+00
8.082341999999996e-03	2.466084e+00
8.083341999999995e-03	2.475078e+00
8.084341999999994e-03	2.484040e+00
8.085341999999994e-03	2.492968e+00
8.085751000000000e-03	2.496611e+00
8.085851000000000e-03	2.497500e+00
8.086051000000000e-03	2.499279e+00
8.086451000000000e-03	2.502831e+00
8.087251000000000e-03	2.509921e+00
8.088250999999999e-03	2.518752e+00
8.089250999999999e-03	2.527548e+00
8.090250999999998e-03	2.536310e+00
8.091250999999997e-03	2.545037e+00
8.092250999999996e-03	2.553729e+00
8.093250999999996e-03	2.562385e+00
8.094250999999995e-03	2.571005e+00
8.095250999999994e-03	2.579589e+00
8.095659999999999e-03	2.583089e+00
8.095759999999999e-03	2.583944e+00
8.095959999999999e-03	2.585652e+00
8.096359999999999e-03	2.589065e+00
8.097159999999999e-03	2.595873e+00
8.098159999999998e-03	2.604349e+00
8.099159999999998e-03	2.612787e+00
8.100159999999997e-03	2.621187e+00
8.101159999999996e-03	2.629549e+00
8.102159999999995e-03	2.637872e+00
8.103159999999995e-03	2.646157e+00
8.104159999999994e-03	2.654402e+00
8.105159999999993e-03	2.662607e+00
8.105569000000000e-03	2.665951e+00
8.105668999999999e-03	2.666768e+00
8.105869000000000e-03	2.668400e+00
8.106268999999999e-03	2.671660e+00
8.107069000000000e-03	2.678159e+00
8.108068999999999e-03	2.686248e+00
8.109068999999998e-03	2.694295e+00
8.110068999999998e-03	2.702301e+00
8.111068999999997e-03	2.710265e+00
8.112068999999996e-03	2.718188e+00
8.113068999999995e-03	2.726068e+00
8.114068999999995e-03	2.733906e+00
8.115068999999994e-03	2.741701e+00
8.115478000000001e-03	2.744877e+00
8.115578000000000e-03	2.745652e+00
8.115778000000001e-03	2.747202e+00
8.116178000000000e-03	2.750295e+00
8.116978000000000e-03	2.756462e+00
8.117978000000000e-03	2.764131e+00
8.118977999999999e-03	2.771756e+00
8.119977999999998e-03	2.779336e+00
8.120977999999997e-03	2.786872e+00
8.121977999999997e-03	2.794364e+00
8.122977999999996e-03	2.801810e+00
8.123977999999995e-03	2.809210e+00
8.124977999999995e-03	2.816565e+00
8.125387000000000e-03	2.819560e+00
8.125486999999999e-03	2.820291e+00
8.125686999999999e-03	2.821752e+00
8.126086999999999e-03	2.824667e+00
8.126886999999999e-03	2.830477e+00
8.127886999999999e-03	2.837697e+00
8.128886999999998e-03	2.844870e+00
8.129886999999997e-03	2.851996e+00
8.130886999999996e-03	2.859074e+00
8.131886999999996e-03	2.866105e+00
8.132886999999995e-03	2.873088e+00
8.133886999999994e-03	2.880022e+00
8.134886999999993e-03	2.886908e+00
8.135296000000000e-03	2.889710e+00
8.135396000000000e-03	2.890394e+00
8.135596000000000e-03	2.891761e+00
8.135996000000000e-03	2.894488e+00
8.136796000000000e-03	2.899918e+00
8.137795999999999e-03	2.906661e+00
8.138795999999998e-03	2.913354e+00
8.139795999999998e-03	2.919998e+00
8.140795999999997e-03	2.926591e+00
8.141795999999996e-03	2.933134e+00
8.142795999999996e-03	2.939627e+00
8.143795999999995e-03	2.946068e+00
8.144795999999994e-03	2.952458e+00
8.145205000000001e-03	2.955057e+00
8.145305000000000e-03	2.955691e+00
8.145505000000001e-03	2.956958e+00
8.145905000000000e-03	2.959485e+00
8.146705000000001e-03	2.964514e+00
8.147705000000000e-03	2.970755e+00
8.148704999999999e-03	2.976943e+00
8.149704999999998e-03	2.983078e+00
8.150704999999998e-03	2.989161e+00
8.151704999999997e-03	2.995191e+00
8.152704999999996e-03	3.001168e+00
8.153704999999995e-03	3.007092e+00
8.154704999999995e-03	3.012962e+00
8.155114000000000e-03	3.015347e+00
8.155213999999999e-03	3.015929e+00
8.155414000000000e-03	3.017091e+00
8.155813999999999e-03	3.019408e+00
8.156614000000000e-03	3.024018e+00
8.157613999999999e-03	3.029731e+00
8.158613999999998e-03	3.035389e+00
8.159613999999997e-03	3.040993e+00
8.160613999999997e-03	3.046541e+00
8.161613999999996e-03	3.052035e+00
8.162613999999995e-03	3.057473e+00
8.163613999999994e-03	3.062856e+00
8.164613999999994e-03	3.068183e+00
8.165023000000000e-03	3.070346e+00
8.165123000000000e-03	3.070873e+00
8.165323000000000e-03	3.071926e+00
8.165723000000000e-03	3.074025e+00
8.166523000000000e-03	3.078197e+00
8.167522999999999e-03	3.083360e+00
8.168522999999999e-03	3.088467e+00
8.169522999999998e-03	3.093517e+00
8.170522999999997e-03	3.098510e+00
8.171522999999997e-03	3.103446e+00
8.172522999999996e-03	3.108325e+00
8.173522999999995e-03	3.113146e+00
8.174522999999994e-03	3.117909e+00
8.174931999999999e-03	3.119841e+00
8.175031999999999e-03	3.120311e+00
8.175231999999999e-03	3.121251e+00
8.175631999999999e-03	3.123124e+00
8.176431999999999e-03	3.126841e+00
8.177431999999998e-03	3.131435e+00
8.178431999999998e-03	3.135971e+00
8.179431999999997e-03	3.140448e+00
8.180431999999996e-03	3.144866e+00
8.181431999999995e-03	3.149225e+00
8.182431999999995e-03	3.153525e+00
8.183431999999994e-03	3.157766e+00
8.184431999999993e-03	3.161947e+00
8.184841000000000e-03	3.163640e+00
8.184940999999999e-03	3.164052e+00
8.185141000000000e-03	3.164875e+00
8.185540999999999e-03	3.166514e+00
8.186341000000000e-03	3.169763e+00
8.187340999999999e-03	3.173770e+00
8.188340999999998e-03	3.177716e+00
8.189340999999998e-03	3.181603e+00
8.190340999999997e-03	3.185429e+00
8.191340999999996e-03	3.189194e+00
8.192340999999995e-03	3.192899e+00
8.193340999999995e-03	3.196543e+00
8.194340999999994e-03	3.200126e+00
