time	V(v_comp)	V(v_f)	V(v_ref)
1.049019999999999e-03	9.295426e-01	1.154128e+00	2.150206e+00
1.050019999999999e-03	9.295426e-01	1.154449e+00	2.160075e+00
1.050525000000000e-03	9.295426e-01	1.154611e+00	2.165052e+00
1.050625000000000e-03	9.295426e-01	1.154643e+00	2.166037e+00
1.050825000000000e-03	9.295426e-01	1.154708e+00	2.168005e+00
1.051225000000000e-03	9.295426e-01	1.154836e+00	2.171941e+00
1.052025000000000e-03	9.295426e-01	1.155093e+00	2.179802e+00
1.053025000000000e-03	9.295426e-01	1.155413e+00	2.189610e+00
1.054025000000000e-03	9.295426e-01	1.155734e+00	2.199397e+00
1.055025000000000e-03	9.295426e-01	1.156054e+00	2.209162e+00
1.056025000000000e-03	9.295426e-01	1.156374e+00	2.218904e+00
1.057025000000000e-03	9.295426e-01	1.156694e+00	2.228624e+00
1.058025000000000e-03	9.295426e-01	1.157013e+00	2.238322e+00
1.059024999999999e-03	9.295426e-01	1.157333e+00	2.247996e+00
1.060024999999999e-03	9.295426e-01	1.157652e+00	2.257647e+00
1.060530000000000e-03	9.295426e-01	1.157813e+00	2.262511e+00
1.060630000000000e-03	9.295426e-01	1.157845e+00	2.263474e+00
1.060830000000000e-03	9.295426e-01	1.157909e+00	2.265398e+00
1.061230000000000e-03	9.295426e-01	1.158036e+00	2.269243e+00
1.062030000000000e-03	9.295426e-01	1.158291e+00	2.276923e+00
1.063030000000000e-03	9.295426e-01	1.158610e+00	2.286500e+00
1.064030000000000e-03	9.295426e-01	1.158928e+00	2.296053e+00
1.065030000000000e-03	9.295426e-01	1.159246e+00	2.305579e+00
1.066030000000000e-03	9.295426e-01	1.159564e+00	2.315080e+00
1.067030000000000e-03	9.295426e-01	1.159882e+00	2.324555e+00
1.068030000000000e-03	9.295426e-01	1.160200e+00	2.334003e+00
1.069029999999999e-03	9.295426e-01	1.160517e+00	2.343424e+00
1.070029999999999e-03	9.295426e-01	1.160834e+00	2.352817e+00
1.070535000000000e-03	9.295426e-01	1.160994e+00	2.357550e+00
1.070635000000000e-03	9.295426e-01	1.161026e+00	2.358487e+00
1.070835000000000e-03	9.295426e-01	1.161089e+00	2.360359e+00
1.071235000000000e-03	9.295426e-01	1.161216e+00	2.364100e+00
1.072035000000000e-03	9.295426e-01	1.161469e+00	2.371567e+00
1.073035000000000e-03	9.295426e-01	1.161786e+00	2.380876e+00
1.074035000000000e-03	9.295426e-01	1.162102e+00	2.390157e+00
1.075035000000000e-03	9.295426e-01	1.162418e+00	2.399408e+00
1.076035000000000e-03	9.295426e-01	1.162734e+00	2.408629e+00
1.077035000000000e-03	9.295426e-01	1.163050e+00	2.417820e+00
1.078035000000000e-03	9.295426e-01	1.163365e+00	2.426982e+00
1.079034999999999e-03	9.295426e-01	1.163680e+00	2.436112e+00
1.080034999999999e-03	9.295426e-01	1.163996e+00	2.445211e+00
1.080540000000000e-03	9.295426e-01	1.164155e+00	2.449795e+00
1.080640000000000e-03	9.295426e-01	1.164186e+00	2.450701e+00
1.080840000000000e-03	9.295426e-01	1.164249e+00	2.452514e+00
1.081240000000000e-03	9.295426e-01	1.164375e+00	2.456135e+00
1.082040000000000e-03	9.295426e-01	1.164627e+00	2.463361e+00
1.083040000000000e-03	9.295426e-01	1.164941e+00	2.472365e+00
1.084040000000000e-03	9.295426e-01	1.165255e+00	2.481337e+00
1.085040000000000e-03	9.295426e-01	1.165569e+00	2.490275e+00
1.086040000000000e-03	9.295426e-01	1.165883e+00	2.499181e+00
1.087040000000000e-03	9.295426e-01	1.166197e+00	2.508053e+00
1.088040000000000e-03	9.295426e-01	1.166510e+00	2.516891e+00
1.089039999999999e-03	9.295426e-01	1.166824e+00	2.525695e+00
1.090039999999999e-03	9.295426e-01	1.167137e+00	2.534464e+00
1.090545000000000e-03	9.295426e-01	1.167295e+00	2.538880e+00
1.090645000000000e-03	9.295426e-01	1.167326e+00	2.539753e+00
1.090845000000000e-03	9.295426e-01	1.167388e+00	2.541498e+00
1.091245000000000e-03	9.295426e-01	1.167514e+00	2.544985e+00
1.092045000000000e-03	9.295426e-01	1.167764e+00	2.551941e+00
1.093045000000000e-03	9.295426e-01	1.168076e+00	2.560605e+00
1.094045000000000e-03	9.295426e-01	1.168388e+00	2.569232e+00
1.095045000000000e-03	9.295426e-01	1.168700e+00	2.577823e+00
1.096045000000000e-03	9.295426e-01	1.169012e+00	2.586378e+00
1.097045000000000e-03	9.295426e-01	1.169324e+00	2.594896e+00
1.098045000000000e-03	9.295426e-01	1.169635e+00	2.603376e+00
1.099044999999999e-03	9.295426e-01	1.169946e+00	2.611818e+00
1.100044999999999e-03	9.295426e-01	1.170257e+00	2.620223e+00
1.100550000000000e-03	9.295426e-01	1.170414e+00	2.624453e+00
1.100650000000000e-03	9.295426e-01	1.170446e+00	2.625289e+00
1.100850000000000e-03	9.295426e-01	1.170508e+00	2.626961e+00
1.101250000000000e-03	9.295426e-01	1.170632e+00	2.630300e+00
1.102050000000000e-03	9.295426e-01	1.170880e+00	2.636959e+00
1.103050000000000e-03	9.295426e-01	1.171191e+00	2.645247e+00
1.104050000000000e-03	9.295426e-01	1.171501e+00	2.653497e+00
1.105050000000000e-03	9.295426e-01	1.171811e+00	2.661706e+00
1.106050000000000e-03	9.295426e-01	1.172121e+00	2.669876e+00
1.107050000000000e-03	9.295426e-01	1.172430e+00	2.678005e+00
1.108050000000000e-03	9.295426e-01	1.172740e+00	2.686094e+00
1.109049999999999e-03	9.295426e-01	1.173049e+00	2.694142e+00
1.110049999999999e-03	9.295426e-01	1.173358e+00	2.702149e+00
1.110555000000000e-03	9.295426e-01	1.173514e+00	2.706177e+00
1.110655000000000e-03	9.295426e-01	1.173545e+00	2.706973e+00
1.110855000000000e-03	9.295426e-01	1.173607e+00	2.708564e+00
1.111255000000000e-03	9.295426e-01	1.173730e+00	2.711742e+00
1.112055000000000e-03	9.295426e-01	1.173977e+00	2.718077e+00
1.113055000000000e-03	9.295426e-01	1.174285e+00	2.725958e+00
1.114055000000000e-03	9.295426e-01	1.174594e+00	2.733797e+00
1.115055000000000e-03	9.295426e-01	1.174902e+00	2.741592e+00
1.116055000000000e-03	9.295426e-01	1.175209e+00	2.749345e+00
1.117055000000000e-03	9.295426e-01	1.175517e+00	2.757054e+00
1.118055000000000e-03	9.295426e-01	1.175824e+00	2.764719e+00
1.119054999999999e-03	9.295426e-01	1.176132e+00	2.772341e+00
1.120054999999999e-03	9.295426e-01	1.176439e+00	2.779918e+00
1.120560000000000e-03	9.295426e-01	1.176594e+00	2.783728e+00
1.120660000000000e-03	9.295426e-01	1.176624e+00	2.784481e+00
1.120860000000000e-03	9.295426e-01	1.176686e+00	2.785985e+00
1.121260000000000e-03	9.295426e-01	1.176808e+00	2.788990e+00
1.122060000000000e-03	9.295426e-01	1.177054e+00	2.794976e+00
1.123060000000000e-03	9.295426e-01	1.177360e+00	2.802418e+00
1.124060000000000e-03	9.295426e-01	1.177666e+00	2.809815e+00
1.125060000000000e-03	9.295426e-01	1.177972e+00	2.817166e+00
1.126060000000000e-03	9.295426e-01	1.178278e+00	2.824471e+00
1.127060000000000e-03	9.295426e-01	1.178584e+00	2.831729e+00
1.128060000000000e-03	9.295426e-01	1.178889e+00	2.838941e+00
1.129059999999999e-03	9.295426e-01	1.179194e+00	2.846106e+00
1.130059999999999e-03	9.295426e-01	1.179499e+00	2.853224e+00
1.130565000000000e-03	9.295426e-01	1.179653e+00	2.856800e+00
1.130665000000000e-03	9.295426e-01	1.179684e+00	2.857507e+00
1.130865000000000e-03	9.295426e-01	1.179745e+00	2.858919e+00
1.131265000000000e-03	9.295426e-01	1.179867e+00	2.861738e+00
1.132065000000000e-03	9.295426e-01	1.180110e+00	2.867352e+00
1.133065000000000e-03	9.295426e-01	1.180415e+00	2.874326e+00
1.134065000000000e-03	9.295426e-01	1.180719e+00	2.881252e+00
1.135065000000000e-03	9.295426e-01	1.181023e+00	2.888129e+00
1.136065000000000e-03	9.295426e-01	1.181327e+00	2.894957e+00
1.137065000000000e-03	9.295426e-01	1.181630e+00	2.901736e+00
1.138065000000000e-03	9.295426e-01	1.181934e+00	2.908466e+00
1.139064999999999e-03	9.295426e-01	1.182237e+00	2.915146e+00
1.140064999999999e-03	9.295426e-01	1.182540e+00	2.921776e+00
1.140570000000000e-03	9.295426e-01	1.182693e+00	2.925105e+00
1.140670000000000e-03	9.295426e-01	1.182724e+00	2.925763e+00
1.140870000000000e-03	9.295426e-01	1.182784e+00	2.927077e+00
1.141270000000000e-03	9.295426e-01	1.182905e+00	2.929699e+00
1.142070000000000e-03	9.295426e-01	1.183147e+00	2.934918e+00
1.143070000000000e-03	9.295426e-01	1.183450e+00	2.941397e+00
1.144070000000000e-03	9.295426e-01	1.183752e+00	2.947824e+00
1.145070000000000e-03	9.295426e-01	1.184054e+00	2.954201e+00
1.146070000000000e-03	9.295426e-01	1.184356e+00	2.960525e+00
1.147070000000000e-03	9.295426e-01	1.184658e+00	2.966798e+00
1.148070000000000e-03	9.295426e-01	1.184959e+00	2.973019e+00
1.149069999999999e-03	9.295426e-01	1.185260e+00	2.979188e+00
1.150069999999999e-03	9.295426e-01	1.185562e+00	2.985304e+00
1.150575000000000e-03	9.295426e-01	1.185714e+00	2.988373e+00
1.150675000000000e-03	9.295426e-01	1.185744e+00	2.988979e+00
1.150875000000000e-03	9.295426e-01	1.185804e+00	2.990190e+00
1.151275000000000e-03	9.295426e-01	1.185924e+00	2.992605e+00
1.152075000000000e-03	9.295426e-01	1.186165e+00	2.997409e+00
1.153075000000000e-03	9.295426e-01	1.186465e+00	3.003366e+00
1.154075000000000e-03	9.295426e-01	1.186765e+00	3.009270e+00
1.155075000000000e-03	9.295426e-01	1.187065e+00	3.015120e+00
1.156075000000000e-03	9.295426e-01	1.187365e+00	3.020916e+00
1.157075000000000e-03	9.295426e-01	1.187665e+00	3.026658e+00
1.158075000000000e-03	9.295426e-01	1.187965e+00	3.032346e+00
1.159074999999999e-03	9.295426e-01	1.188264e+00	3.037979e+00
1.160074999999999e-03	9.295426e-01	1.188563e+00	3.043558e+00
1.160580000000000e-03	9.295426e-01	1.188714e+00	3.046354e+00
1.160680000000000e-03	9.295426e-01	1.188744e+00	3.046906e+00
1.160880000000000e-03	9.295426e-01	1.188804e+00	3.048008e+00
1.161280000000000e-03	9.295426e-01	1.188923e+00	3.050206e+00
1.162080000000000e-03	9.295426e-01	1.189162e+00	3.054576e+00
1.163080000000000e-03	9.295426e-01	1.189461e+00	3.059989e+00
1.164080000000000e-03	9.295426e-01	1.189759e+00	3.065346e+00
1.165080000000000e-03	9.295426e-01	1.190058e+00	3.070646e+00
1.166080000000000e-03	9.295426e-01	1.190356e+00	3.075891e+00
1.167080000000000e-03	9.295426e-01	1.190653e+00	3.081080e+00
1.168080000000000e-03	9.295426e-01	1.190951e+00	3.086212e+00
1.169079999999999e-03	9.295426e-01	1.191248e+00	3.091287e+00
1.170079999999999e-03	9.295426e-01	1.191545e+00	3.096305e+00
1.170585000000000e-03	9.295426e-01	1.191696e+00	3.098818e+00
1.170685000000000e-03	9.295426e-01	1.191725e+00	3.099314e+00
1.170885000000000e-03	9.295426e-01	1.191785e+00	3.100304e+00
1.171285000000000e-03	9.295426e-01	1.191903e+00	3.102277e+00
1.172085000000000e-03	9.295426e-01	1.192141e+00	3.106195e+00
1.173085000000000e-03	9.295426e-01	1.192437e+00	3.111041e+00
1.174085000000000e-03	9.295426e-01	1.192734e+00	3.115830e+00
1.175085000000000e-03	9.295426e-01	1.193030e+00	3.120561e+00
1.176085000000000e-03	9.295426e-01	1.193326e+00	3.125233e+00
1.177085000000000e-03	9.295426e-01	1.193622e+00	3.129848e+00
1.178085000000000e-03	9.295426e-01	1.193918e+00	3.134404e+00
1.179084999999999e-03	9.295426e-01	1.194213e+00	3.138901e+00
1.180084999999999e-03	9.295426e-01	1.194509e+00	3.143340e+00
1.180590000000000e-03	9.295426e-01	1.194658e+00	3.145559e+00
1.180690000000000e-03	9.295426e-01	1.194687e+00	3.145996e+00
1.180890000000000e-03	9.295426e-01	1.194746e+00	3.146870e+00
1.181290000000000e-03	9.295426e-01	1.194864e+00	3.148610e+00
1.182090000000000e-03	9.295426e-01	1.195100e+00	3.152061e+00
1.183090000000000e-03	9.295426e-01	1.195395e+00	3.156322e+00
1.184090000000000e-03	9.295426e-01	1.195689e+00	3.160524e+00
1.185090000000000e-03	9.295426e-01	1.195984e+00	3.164665e+00
1.186090000000000e-03	9.295426e-01	1.196278e+00	3.168747e+00
1.187090000000000e-03	9.295426e-01	1.196572e+00	3.172770e+00
1.188090000000000e-03	9.295426e-01	1.196865e+00	3.176732e+00
1.189089999999999e-03	9.295426e-01	1.197159e+00	3.180633e+00
1.190089999999999e-03	9.295426e-01	1.197452e+00	3.184474e+00
1.190595000000000e-03	9.295426e-01	1.197601e+00	3.186391e+00
1.190695000000000e-03	9.295426e-01	1.197630e+00	3.186769e+00
1.190895000000000e-03	9.295426e-01	1.197688e+00	3.187523e+00
1.191295000000000e-03	9.295426e-01	1.197806e+00	3.189023e+00
1.192095000000000e-03	9.295426e-01	1.198040e+00	3.191993e+00
1.193095000000000e-03	9.295426e-01	1.198333e+00	3.195652e+00
1.194095000000000e-03	9.295426e-01	1.198626e+00	3.199250e+00
1.195095000000000e-03	9.295426e-01	1.198918e+00	3.202787e+00
1.196095000000000e-03	9.295426e-01	1.199210e+00	3.206262e+00
1.197095000000000e-03	9.295426e-01	1.199502e+00	3.209676e+00
1.198094999999999e-03	9.295426e-01	1.199794e+00	3.213028e+00
1.199094999999999e-03	9.295426e-01	1.200086e+00	3.216319e+00
1.200094999999999e-03	9.295426e-01	1.200377e+00	3.219547e+00
1.200600000000000e-03	9.295426e-01	1.200524e+00	3.221154e+00
1.200700000000000e-03	9.295426e-01	1.200554e+00	3.221471e+00
1.200900000000000e-03	9.295426e-01	1.200612e+00	3.222101e+00
1.201300000000000e-03	9.295426e-01	1.200728e+00	3.223356e+00
1.202100000000000e-03	9.295426e-01	1.200961e+00	3.225834e+00
1.203100000000000e-03	9.295426e-01	1.201252e+00	3.228876e+00
1.204100000000000e-03	9.295426e-01	1.201543e+00	3.231856e+00
1.205100000000000e-03	9.295426e-01	1.201833e+00	3.234773e+00
1.206100000000000e-03	9.295426e-01	1.202124e+00	3.237628e+00
1.207100000000000e-03	9.295426e-01	1.202414e+00	3.240420e+00
1.208099999999999e-03	9.295426e-01	1.202704e+00	3.243150e+00
1.209099999999999e-03	9.295426e-01	1.202994e+00	3.245816e+00
1.210099999999999e-03	9.295426e-01	1.203283e+00	3.248420e+00
1.210605000000000e-03	9.295426e-01	1.203429e+00	3.249711e+00
1.210705000000000e-03	9.295426e-01	1.203458e+00	3.249964e+00
1.210905000000000e-03	9.295426e-01	1.203516e+00	3.250470e+00
1.211305000000000e-03	9.295426e-01	1.203632e+00	3.251473e+00
1.212105000000000e-03	9.295426e-01	1.203863e+00	3.253449e+00
1.213105000000000e-03	9.295426e-01	1.204152e+00	3.255863e+00
1.214105000000000e-03	9.295426e-01	1.204441e+00	3.258213e+00
1.215105000000000e-03	9.295426e-01	1.204730e+00	3.260500e+00
1.216105000000000e-03	9.295426e-01	1.205018e+00	3.262723e+00
1.217105000000000e-03	9.295426e-01	1.205307e+00	3.264882e+00
1.218104999999999e-03	9.295426e-01	1.205595e+00	3.266978e+00
1.219104999999999e-03	9.295426e-01	1.205883e+00	3.269010e+00
1.220104999999999e-03	9.295426e-01	1.206170e+00	3.270977e+00
1.220610000000000e-03	9.295426e-01	1.206316e+00	3.271947e+00
1.220710000000000e-03	9.295426e-01	1.206344e+00	3.272137e+00
1.220910000000000e-03	9.295426e-01	1.206402e+00	3.272515e+00
1.221310000000000e-03	9.295426e-01	1.206517e+00	3.273264e+00
1.222110000000000e-03	9.295426e-01	1.206747e+00	3.274730e+00
1.223110000000000e-03	9.295426e-01	1.207034e+00	3.276506e+00
1.224110000000000e-03	9.295426e-01	1.207321e+00	3.278217e+00
1.225110000000000e-03	9.295426e-01	1.207608e+00	3.279864e+00
1.226110000000000e-03	9.295426e-01	1.207894e+00	3.281446e+00
1.227110000000000e-03	9.295426e-01	1.208181e+00	3.282964e+00
1.228109999999999e-03	9.295426e-01	1.208467e+00	3.284418e+00
1.229109999999999e-03	9.295426e-01	1.208753e+00	3.285807e+00
1.230109999999999e-03	9.295426e-01	1.209039e+00	3.287132e+00
1.230615000000000e-03	9.295426e-01	1.209183e+00	3.287776e+00
1.230715000000000e-03	9.295426e-01	1.209212e+00	3.287902e+00
1.230915000000000e-03	9.295426e-01	1.209269e+00	3.288151e+00
1.231315000000000e-03	9.295426e-01	1.209383e+00	3.288642e+00
1.232115000000000e-03	9.295426e-01	1.209612e+00	3.289593e+00
1.233115000000000e-03	9.295426e-01	1.209897e+00	3.290723e+00
1.234115000000000e-03	9.295426e-01	1.210182e+00	3.291788e+00
1.235115000000000e-03	9.295426e-01	1.210467e+00	3.292789e+00
1.236115000000000e-03	9.295426e-01	1.210752e+00	3.293725e+00
1.237115000000000e-03	9.295426e-01	1.211036e+00	3.294596e+00
1.238114999999999e-03	9.295426e-01	1.211321e+00	3.295402e+00
1.239114999999999e-03	9.295426e-01	1.211605e+00	3.296143e+00
1.240114999999999e-03	9.295426e-01	1.211889e+00	3.296818e+00
1.240620000000000e-03	9.295426e-01	1.212032e+00	3.297135e+00
1.240720000000000e-03	9.295426e-01	1.212061e+00	3.297196e+00
1.240920000000000e-03	9.295426e-01	1.212117e+00	3.297315e+00
1.241320000000000e-03	9.295426e-01	1.212231e+00	3.297547e+00
1.242120000000000e-03	9.295426e-01	1.212458e+00	3.297978e+00
1.243120000000000e-03	9.295426e-01	1.212741e+00	3.298459e+00
1.244120000000000e-03	9.295426e-01	1.213025e+00	3.298874e+00
1.245120000000000e-03	9.295426e-01	1.213308e+00	3.299224e+00
1.246120000000000e-03	9.295426e-01	1.213591e+00	3.299510e+00
1.247120000000000e-03	9.295426e-01	1.213873e+00	3.299730e+00
1.248119999999999e-03	9.295426e-01	1.214156e+00	3.299885e+00
1.249119999999999e-03	9.295426e-01	1.214438e+00	3.299975e+00
1.250119999999999e-03	9.295426e-01	1.214720e+00	3.299999e+00
1.250625000000000e-03	9.295426e-01	1.214863e+00	3.299987e+00
1.250725000000000e-03	9.295426e-01	1.214891e+00	3.299983e+00
1.250925000000000e-03	9.295426e-01	1.214948e+00	3.299972e+00
1.251325000000000e-03	9.295426e-01	1.215060e+00	3.299943e+00
1.252125000000000e-03	9.295426e-01	1.215286e+00	3.299853e+00
1.253125000000000e-03	9.295426e-01	1.215567e+00	3.299682e+00
1.254125000000000e-03	9.295426e-01	1.215849e+00	3.299446e+00
1.255125000000000e-03	9.295426e-01	1.216130e+00	3.299145e+00
1.256125000000000e-03	9.295426e-01	1.216411e+00	3.298778e+00
1.257125000000000e-03	9.295426e-01	1.216692e+00	3.298347e+00
1.258124999999999e-03	9.295426e-01	1.216973e+00	3.297850e+00
1.259124999999999e-03	9.295426e-01	1.217253e+00	3.297289e+00
1.260124999999999e-03	9.295426e-01	1.217534e+00	3.296662e+00
1.260630000000000e-03	9.295426e-01	1.217675e+00	3.296321e+00
1.260730000000000e-03	9.295426e-01	1.217703e+00	3.296252e+00
1.260930000000000e-03	9.295426e-01	1.217759e+00	3.296111e+00
1.261330000000000e-03	9.295426e-01	1.217871e+00	3.295821e+00
1.262130000000000e-03	9.295426e-01	1.218095e+00	3.295210e+00
1.263130000000000e-03	9.295426e-01	1.218375e+00	3.294388e+00
1.264130000000000e-03	9.295426e-01	1.218655e+00	3.293502e+00
1.265130000000000e-03	9.295426e-01	1.218934e+00	3.292550e+00
1.266130000000000e-03	9.295426e-01	1.219213e+00	3.291533e+00
1.267130000000000e-03	9.295426e-01	1.219493e+00	3.290452e+00
1.268129999999999e-03	9.295426e-01	1.219772e+00	3.289306e+00
1.269129999999999e-03	9.295426e-01	1.220050e+00	3.288095e+00
1.270129999999999e-03	9.295426e-01	1.220329e+00	3.286820e+00
1.270635000000000e-03	9.295426e-01	1.220469e+00	3.286151e+00
1.270735000000000e-03	9.295426e-01	1.220497e+00	3.286017e+00
1.270935000000000e-03	9.295426e-01	1.220553e+00	3.285746e+00
1.271335000000000e-03	9.295426e-01	1.220664e+00	3.285197e+00
1.272135000000000e-03	9.295426e-01	1.220887e+00	3.284068e+00
1.273135000000000e-03	9.295426e-01	1.221165e+00	3.282598e+00
1.274135000000000e-03	9.295426e-01	1.221443e+00	3.281065e+00
1.275135000000000e-03	9.295426e-01	1.221720e+00	3.279466e+00
1.276135000000000e-03	9.295426e-01	1.221998e+00	3.277804e+00
1.277135000000000e-03	9.295426e-01	1.222275e+00	3.276077e+00
1.278134999999999e-03	9.295426e-01	1.222552e+00	3.274286e+00
1.279134999999999e-03	9.295426e-01	1.222829e+00	3.272430e+00
1.280134999999999e-03	9.295426e-01	1.223106e+00	3.270511e+00
1.280640000000000e-03	9.295426e-01	1.223246e+00	3.269518e+00
1.280740000000000e-03	9.295426e-01	1.223273e+00	3.269319e+00
1.280940000000000e-03	9.295426e-01	1.223329e+00	3.268920e+00
1.281340000000000e-03	9.295426e-01	1.223439e+00	3.268113e+00
1.282140000000000e-03	9.295426e-01	1.223660e+00	3.266470e+00
1.283140000000000e-03	9.295426e-01	1.223936e+00	3.264359e+00
1.284140000000000e-03	9.295426e-01	1.224212e+00	3.262184e+00
1.285140000000000e-03	9.295426e-01	1.224488e+00	3.259945e+00
1.286140000000000e-03	9.295426e-01	1.224764e+00	3.257643e+00
1.287140000000000e-03	9.295426e-01	1.225039e+00	3.255278e+00
1.288139999999999e-03	9.295426e-01	1.225315e+00	3.252848e+00
1.289139999999999e-03	9.295426e-01	1.225590e+00	3.250356e+00
1.290139999999999e-03	9.295426e-01	1.225865e+00	3.247801e+00
1.290645000000000e-03	9.295426e-01	1.226004e+00	3.246486e+00
1.290745000000000e-03	9.295426e-01	1.226031e+00	3.246224e+00
1.290945000000000e-03	9.295426e-01	1.226086e+00	3.245698e+00
1.291345000000000e-03	9.295426e-01	1.226196e+00	3.244637e+00
1.292145000000000e-03	9.295426e-01	1.226416e+00	3.242487e+00
1.293145000000000e-03	9.295426e-01	1.226690e+00	3.239742e+00
1.294145000000000e-03	9.295426e-01	1.226964e+00	3.236935e+00
1.295145000000000e-03	9.295426e-01	1.227238e+00	3.234065e+00
1.296145000000000e-03	9.295426e-01	1.227512e+00	3.231132e+00
1.297145000000000e-03	9.295426e-01	1.227786e+00	3.228137e+00
1.298144999999999e-03	9.295426e-01	1.228060e+00	3.225079e+00
1.299144999999999e-03	9.295426e-01	1.228333e+00	3.221960e+00
1.300144999999999e-03	9.295426e-01	1.228606e+00	3.218778e+00
1.300650000000000e-03	9.295426e-01	1.228744e+00	3.217148e+00
1.300750000000000e-03	9.295426e-01	1.228771e+00	3.216823e+00
1.300950000000000e-03	9.295426e-01	1.228826e+00	3.216172e+00
1.301350000000000e-03	9.295426e-01	1.228935e+00	3.214862e+00
1.302150000000000e-03	9.295426e-01	1.229153e+00	3.212212e+00
1.303150000000000e-03	9.295426e-01	1.229426e+00	3.208845e+00
1.304150000000000e-03	9.295426e-01	1.229698e+00	3.205416e+00
1.305150000000000e-03	9.295426e-01	1.229971e+00	3.201926e+00
1.306150000000000e-03	9.295426e-01	1.230243e+00	3.198374e+00
1.307150000000000e-03	9.295426e-01	1.230515e+00	3.194762e+00
1.308149999999999e-03	9.295426e-01	1.230787e+00	3.191088e+00
1.309149999999999e-03	9.295426e-01	1.231058e+00	3.187353e+00
1.310149999999999e-03	9.295426e-01	1.231330e+00	3.183558e+00
1.310655000000000e-03	9.295426e-01	1.231467e+00	3.181618e+00
1.310755000000000e-03	9.295426e-01	1.231494e+00	3.181232e+00
1.310955000000000e-03	9.295426e-01	1.231548e+00	3.180459e+00
1.311355000000000e-03	9.295426e-01	1.231657e+00	3.178904e+00
1.312155000000000e-03	9.295426e-01	1.231873e+00	3.175766e+00
1.313155000000000e-03	9.295426e-01	1.232144e+00	3.171790e+00
1.314155000000000e-03	9.295426e-01	1.232415e+00	3.167753e+00
1.315155000000000e-03	9.295426e-01	1.232686e+00	3.163656e+00
1.316155000000000e-03	9.295426e-01	1.232956e+00	3.159500e+00
1.317155000000000e-03	9.295426e-01	1.233226e+00	3.155284e+00
1.318154999999999e-03	9.295426e-01	1.233496e+00	3.151008e+00
1.319154999999999e-03	9.295426e-01	1.233766e+00	3.146673e+00
1.320154999999999e-03	9.295426e-01	1.234036e+00	3.142280e+00
1.320660000000000e-03	9.295426e-01	1.234172e+00	3.140038e+00
1.320760000000000e-03	9.295426e-01	1.234199e+00	3.139593e+00
1.320960000000000e-03	9.295426e-01	1.234253e+00	3.138700e+00
1.321360000000000e-03	9.295426e-01	1.234360e+00	3.136907e+00
1.322160000000000e-03	9.295426e-01	1.234576e+00	3.133293e+00
1.323160000000000e-03	9.295426e-01	1.234845e+00	3.128722e+00
1.324160000000000e-03	9.295426e-01	1.235114e+00	3.124094e+00
1.325160000000000e-03	9.295426e-01	1.235383e+00	3.119407e+00
1.326160000000000e-03	9.295426e-01	1.235651e+00	3.114662e+00
1.327160000000000e-03	9.295426e-01	1.235920e+00	3.109859e+00
1.328159999999999e-03	9.295426e-01	1.236188e+00	3.104999e+00
1.329159999999999e-03	9.295426e-01	1.236456e+00	3.100081e+00
1.330159999999999e-03	9.295426e-01	1.236724e+00	3.095106e+00
1.330665000000000e-03	9.295426e-01	1.236859e+00	3.092572e+00
1.330765000000000e-03	9.295426e-01	1.236886e+00	3.092069e+00
1.330965000000000e-03	9.295426e-01	1.236940e+00	3.091060e+00
1.331365000000000e-03	9.295426e-01	1.237047e+00	3.089036e+00
1.332165000000000e-03	9.295426e-01	1.237261e+00	3.084960e+00
1.333165000000000e-03	9.295426e-01	1.237528e+00	3.079814e+00
1.334165000000000e-03	9.295426e-01	1.237795e+00	3.074611e+00
1.335165000000000e-03	9.295426e-01	1.238062e+00	3.069353e+00
1.336165000000000e-03	9.295426e-01	1.238329e+00	3.064038e+00
1.337165000000000e-03	9.295426e-01	1.238596e+00	3.058668e+00
1.338164999999999e-03	9.295426e-01	1.238863e+00	3.053242e+00
1.339164999999999e-03	9.295426e-01	1.239129e+00	3.047760e+00
1.340164999999999e-03	9.295426e-01	1.239395e+00	3.042224e+00
1.340670000000000e-03	9.295426e-01	1.239529e+00	3.039407e+00
1.340770000000000e-03	9.295426e-01	1.239556e+00	3.038847e+00
1.340970000000000e-03	9.295426e-01	1.239609e+00	3.037727e+00
1.341370000000000e-03	9.295426e-01	1.239716e+00	3.035479e+00
1.342170000000000e-03	9.295426e-01	1.239928e+00	3.030957e+00
1.343170000000000e-03	9.295426e-01	1.240194e+00	3.025256e+00
1.344170000000000e-03	9.295426e-01	1.240459e+00	3.019501e+00
1.345170000000000e-03	9.295426e-01	1.240725e+00	3.013691e+00
1.346170000000000e-03	9.295426e-01	1.240990e+00	3.007828e+00
1.347170000000000e-03	9.295426e-01	1.241255e+00	3.001911e+00
1.348169999999999e-03	9.295426e-01	1.241520e+00	2.995941e+00
1.349169999999999e-03	9.295426e-01	1.241784e+00	2.989918e+00
1.350169999999999e-03	9.295426e-01	1.242049e+00	2.983841e+00
1.350675000000000e-03	9.295426e-01	1.242182e+00	2.980753e+00
1.350775000000000e-03	9.295426e-01	1.242209e+00	2.980139e+00
1.350975000000000e-03	9.295426e-01	1.242262e+00	2.978912e+00
1.351375000000000e-03	9.295426e-01	1.242367e+00	2.976449e+00
1.352175000000000e-03	9.295426e-01	1.242579e+00	2.971500e+00
1.353175000000000e-03	9.295426e-01	1.242843e+00	2.965266e+00
1.354175000000000e-03	9.295426e-01	1.243106e+00	2.958980e+00
